NZ_CP019154.1	RefSeq	gene	1	1578	.	+	.	ID=gene-BVU17_RS00005;Dbxref=GeneID:35218648;Name=BVU17_RS00005;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BVU17_RS00005;old_locus_tag=BVU17_00005
NZ_CP019154.1	RefSeq	gene	1652	2305	.	-	.	ID=gene-BVU17_RS00010;Dbxref=GeneID:35218649;Name=BVU17_RS00010;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BVU17_RS00010;old_locus_tag=BVU17_00010
NZ_CP019154.1	RefSeq	gene	2434	3144	.	-	.	ID=gene-BVU17_RS00015;Dbxref=GeneID:35218650;Name=BVU17_RS00015;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BVU17_RS00015;old_locus_tag=BVU17_00015
NZ_CP019154.1	RefSeq	gene	3233	4801	.	+	.	ID=gene-BVU17_RS00020;Dbxref=GeneID:35218651;Name=BVU17_RS00020;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BVU17_RS00020;old_locus_tag=BVU17_00020
NZ_CP019154.1	RefSeq	gene	5182	6480	.	+	.	ID=gene-BVU17_RS00025;Dbxref=GeneID:35218652;Name=BVU17_RS00025;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BVU17_RS00025;old_locus_tag=BVU17_00025
NZ_CP019154.1	RefSeq	gene	6753	7385	.	-	.	ID=gene-BVU17_RS00030;Dbxref=GeneID:35218653;Name=serB;gbkey=Gene;gene=serB;gene_biotype=protein_coding;locus_tag=BVU17_RS00030;old_locus_tag=BVU17_00030
NZ_CP019154.1	RefSeq	gene	7456	9633	.	-	.	ID=gene-BVU17_RS00035;Dbxref=GeneID:35218654;Name=BVU17_RS00035;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BVU17_RS00035;old_locus_tag=BVU17_00035
NZ_CP019154.1	RefSeq	gene	9710	10462	.	+	.	ID=gene-BVU17_RS00040;Dbxref=GeneID:35218655;Name=BVU17_RS00040;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BVU17_RS00040;old_locus_tag=BVU17_00040
NZ_CP019154.1	RefSeq	gene	10441	11412	.	-	.	ID=gene-BVU17_RS00045;Dbxref=GeneID:35218656;Name=BVU17_RS00045;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BVU17_RS00045;old_locus_tag=BVU17_00045
NZ_CP019154.1	RefSeq	gene	11479	11988	.	+	.	ID=gene-BVU17_RS00050;Dbxref=GeneID:35218657;Name=BVU17_RS00050;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BVU17_RS00050;old_locus_tag=BVU17_00050
NZ_CP019154.1	RefSeq	gene	12044	12727	.	-	.	ID=gene-BVU17_RS00055;Dbxref=GeneID:35218658;Name=BVU17_RS00055;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BVU17_RS00055;old_locus_tag=BVU17_00055
NZ_CP019154.1	RefSeq	gene	13056	14147	.	+	.	ID=gene-BVU17_RS00060;Dbxref=GeneID:35218659;Name=BVU17_RS00060;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BVU17_RS00060;old_locus_tag=BVU17_00060
NZ_CP019154.1	RefSeq	gene	14335	16689	.	-	.	ID=gene-BVU17_RS00065;Dbxref=GeneID:35218660;Name=BVU17_RS00065;gbkey=Gene;gene_biotype=protein_coding;locus_tag=BVU17_RS00065;old_locus_tag=BVU17_00065
