NZ_CP073366.1	RefSeq	gene	341	2089	.	+	.	ID=gene-KDQ40_RS00010;Dbxref=GeneID:64821292;Name=flaJ;gbkey=Gene;gene=flaJ;gene_biotype=protein_coding;locus_tag=KDQ40_RS00010;old_locus_tag=KDQ40_00010
NZ_CP073366.1	RefSeq	gene	2352	3449	.	-	.	ID=gene-KDQ40_RS00015;Dbxref=GeneID:64821293;Name=KDQ40_RS00015;gbkey=Gene;gene_biotype=protein_coding;locus_tag=KDQ40_RS00015;old_locus_tag=KDQ40_00015
NZ_CP073366.1	RefSeq	gene	3714	4613	.	+	.	ID=gene-KDQ40_RS00020;Dbxref=GeneID:64821294;Name=gnd;gbkey=Gene;gene=gnd;gene_biotype=protein_coding;locus_tag=KDQ40_RS00020;old_locus_tag=KDQ40_00020
NZ_CP073366.1	RefSeq	gene	5051	5326	.	+	.	ID=gene-KDQ40_RS00025;Dbxref=GeneID:64821295;Name=KDQ40_RS00025;gbkey=Gene;gene_biotype=protein_coding;locus_tag=KDQ40_RS00025;old_locus_tag=KDQ40_00025
NZ_CP073366.1	RefSeq	gene	5371	5443	.	+	.	ID=gene-KDQ40_RS00030;Dbxref=GeneID:64821296;Name=KDQ40_RS00030;gbkey=Gene;gene_biotype=tRNA;locus_tag=KDQ40_RS00030;old_locus_tag=KDQ40_00030
NZ_CP073366.1	RefSeq	gene	5687	6571	.	+	.	ID=gene-KDQ40_RS00035;Dbxref=GeneID:64821297;Name=KDQ40_RS00035;gbkey=Gene;gene_biotype=protein_coding;locus_tag=KDQ40_RS00035;old_locus_tag=KDQ40_00035
NZ_CP073366.1	RefSeq	gene	6632	7534	.	+	.	ID=gene-KDQ40_RS00040;Dbxref=GeneID:64821298;Name=KDQ40_RS00040;gbkey=Gene;gene_biotype=protein_coding;locus_tag=KDQ40_RS00040;old_locus_tag=KDQ40_00040
NZ_CP073366.1	RefSeq	gene	7647	9041	.	+	.	ID=gene-KDQ40_RS00045;Dbxref=GeneID:64821299;Name=KDQ40_RS00045;gbkey=Gene;gene_biotype=protein_coding;locus_tag=KDQ40_RS00045;old_locus_tag=KDQ40_00045
NZ_CP073366.1	RefSeq	gene	9064	9381	.	+	.	ID=gene-KDQ40_RS00050;Dbxref=GeneID:64821300;Name=KDQ40_RS00050;gbkey=Gene;gene_biotype=protein_coding;locus_tag=KDQ40_RS00050;old_locus_tag=KDQ40_00050
NZ_CP073366.1	RefSeq	gene	9391	9627	.	-	.	ID=gene-KDQ40_RS00055;Dbxref=GeneID:64821301;Name=KDQ40_RS00055;gbkey=Gene;gene_biotype=protein_coding;locus_tag=KDQ40_RS00055;old_locus_tag=KDQ40_00055
NZ_CP073366.1	RefSeq	gene	9666	10733	.	-	.	ID=gene-KDQ40_RS00060;Dbxref=GeneID:64821302;Name=KDQ40_RS00060;gbkey=Gene;gene_biotype=protein_coding;locus_tag=KDQ40_RS00060;old_locus_tag=KDQ40_00060
NZ_CP073366.1	RefSeq	gene	10845	11177	.	+	.	ID=gene-KDQ40_RS00065;Dbxref=GeneID:64821303;Name=KDQ40_RS00065;gbkey=Gene;gene_biotype=protein_coding;locus_tag=KDQ40_RS00065;old_locus_tag=KDQ40_00065
